Magazine,1,National Geographic,magazine,2025,available,0,common,1,00279358,2025-03-01
Magazine,2,The New Yorker,magazine,2025,available,0,common,2,0028792X,2025-02-15
Magazine,3,Time,magazine,2025,available,0,common,3,0040781X,2025-03-28
Magazine,4,Scientific American,magazine,2025,available,0,common,4,00368733,2025-01-10
Magazine,5,Forbes,magazine,2025,available,0,common,5,00156914,2025-03-05
Magazine,6,The Economist,magazine,2025,available,0,common,6,00130613,2025-03-22
Magazine,7,Wired,magazine,2025,available,0,common,7,10592876,2025-02-28
Magazine,8,Harvard Business Review,magazine,2025,available,0,common,8,00178012,2025-01-20
Magazine,9,Smithsonian,magazine,2025,available,0,common,9,0037731X,2025-03-10
Magazine,10,Vogue,magazine,2025,available,0,common,10,0042071X,2025-02-01
Magazine,11,The Atlantic,magazine,2025,available,0,common,11,10727825,2025-01-18
Magazine,12,New Scientist,magazine,2025,available,0,common,12,02624079,2025-03-15
Magazine,13,Popular Science,magazine,2025,available,0,common,13,01617370,2025-02-12
Magazine,14,National Review,magazine,2025,available,0,common,14,00280038,2025-01-08
Magazine,15,Discover,magazine,2025,available,0,common,15,02747537,2025-03-03
Magazine,16,GQ,magazine,2025,available,0,common,16,00168520,2025-02-25
Magazine,17,The Nation,magazine,2025,available,0,common,17,00278378,2025-01-30
Magazine,18,PC Gamer,magazine,2025,available,0,common,18,10882751,2025-03-19
Magazine,19,Bon Appétit,magazine,2025,available,0,common,19,15257571,2025-02-10
Magazine,20,Entertainment Weekly,magazine,2025,available,0,common,20,10490434,2025-03-07
